p_date,job_title,company_name,company_score,city,state,est_wage
1d,"Principal Data Scientist, Online Marketing (Remote)","The Home Depot",3.8,Atlanta,GA,$83078-$127478
27d,"Sr. Performance Analyst-Data Science","Metropolitan Atlanta Rapid Transit Authority (MARTA)",3.1,Atlanta,GA,$60778-$75973
21d,"Business Intelligence Developer (Remote)","Masco Support Services",3.8,Smyrna,GA,$64922-$98023
4d,"IT Data Engineer","Boston Consulting Group",4.4,Atlanta,GA,$85999-$116903
4d,"IT Data Engineer","Boston Consulting Group",4.4,Boston,MA,$91529-$123739
30d,"Senior Revenue Cycle Data Analyst","Piedmont Healthcare",3.7,Atlanta,GA,$68860-$95091
30d,"Sr. Big Data Engineers (REMOTE) (JO-2201-146281)","Ledgent Technology",3.9,Atlanta,GA,$140000-$155000
12d,"Sr Data Science Analyst","Aflac Incorporated",3.9,Columbus,GA,$80225-$115541
30d,"Federal - Data Scientist (Huntsville, AL)",Accenture,4.1,Atlanta,GA,$85017-$130657
30d,"Entry Level - Data Analyst","National DCP",2.8,Duluth,GA,$39317-$55889
24h,"IT Data Analyst Senior",Synovus,3.7,Atlanta,GA,$72002-$94524
10d,"Data Scientist (Remote)",Epsilon,3.9,Atlanta,GA,$75568-$111008
14d,"Senior Data & Applied Scientist",Microsoft,4.4,Atlanta,GA,$98096-$145001
30d,"Sr. Product Data Analyst","SiteOne Landscape Supply",3.9,Roswell,GA,$51396-$70099
4d,"Senior-Data Scientist",AT&T,3.7,Atlanta,GA,$66204-$94760
30d,"Consultant Data Analyst",WNA-LTD.com,3,Atlanta,GA,$70000-$110000
28d,"Analyst - GAMMA","Boston Consulting Group",4.4,Boston,MA,$70080-$101062
30d,"Data Analytics Engineer",Bose,3.7,Framingham,MA,$84988-$110396
30d,"Data Science Lead - Remote","Press Ganey Associates Inc.",3.5,Boston,MA,$87155-$124881
24h,"Team Lead, Data Science","Fidelity Investments",4.3,Boston,MA,$91461-$138501
6d,"Data Engineer - Biologics",Merck,4.1,Cambridge,MA,$75803-$102728
4d,"Associate Analyst, Data Analytics and Insights","Fidelity Investments",4.3,Boston,MA,$69852-$96893
30d,"Data Scientist - Cheminformatics",Pfizer,4.1,Cambridge,MA,$91574-$135527
15d,"Sr. Associate, Data Science",Santander,3.6,Boston,MA,$99865-$148237
1d,"Associate Director, Advanced Analytics & Data Automation",Moderna,3.9,Cambridge,MA,$78749-$109636
30d,"Sr. Data Analyst, Media Analytics","Procter & Gamble",4.2,Boston,MA,$76720-$104406
30d,"Staff Data Scientist","Gradient AI",4.7,Boston,MA,$130000-$185000
30d,"Sr. Principal Data Scientist - Pharma Manufacturing","Vertex Pharmaceuticals",4.1,Boston,MA,$110766-$156567
6d,"HR People Strategy and Analytics, Analyst","Vertex Pharmaceuticals",4.1,Boston,MA,$81868-$121147
26d,"Senior Data Engineer","New Age Software Services Inc",3.1,Webster,MA,$115000-$135000
30d,"Research Data Analyst","Groe Advisors",4.6,Sudbury,MA,$80000-$150000
12d,"Hardware Data Analytics Co-op ","Amazon.com Services LLC",3.8,"North Reading",MA,$62443-$91926
30d,"Sr. Data Scientist","Amazon.com Services LLC",3.8,Cambridge,MA,$95118-$140370
5d,"Sr. Data Scientist","Amazon.com Services LLC",3.8,Seattle,WA,$91906-$135289
18d,"Embedded Data Scientist, Private Investments","Wellington Management",4.4,Boston,MA,$83265-$124360
30d,"Data Scientist - Machine Learning","Boston Children's Hospital",4,Boston,MA,$91000-$125000
30d,"Data & Analytics Manager, Geo Analytics - BCG GAMMA","Boston Consulting Group",4.4,Boston,MA,$105187-$143091
1d,"Data Scientist, Insights & Analytics","Takeda Pharmaceutical",4,Boston,MA,$84709-$116016
1d,"Data Scientist, Insights & Analytics","Takeda Pharmaceutical",4,Philadelphia,PA,$82331-$113672
30d,"Data Enablement Lead Analyst","Boston Consulting Group",4.4,Boston,MA,$85360-$132423
30d,"SENIOR PRODUCT MANAGER, DATA SCIENCE",DraftKings,4.2,Boston,MA,$114582-$159066
30d,"Sr. Manager, Data Science",ButcherBox,4.7,Boston,MA,$98061-$144117
30d,"Scientist II, Data Science","Wave Life Sciences",3.7,Cambridge,MA,$95360-$134742
30d,"Data Scientist, EFS","Amazon Dev Center U.S. Inc.",3.8,Boston,MA,$102515-$141130
3d,"DevOps Cloud Engineer (Remote)",CyberCoders,4.1,Boston,MA,$160000-$200000
26d,"Research Software Engineer, Data Science","Dana-Farber Cancer Institute",4,Boston,MA,$84148-$124080
30d,"Data Scientist, Data Quality Engineer",InsideTracker,4.2,Cambridge,MA,$95814-$128249
5d,"Data Analyst II (Remote Eligible)","Massachusetts General Hospital(MGH)",4,Charlestown,MA,$41810-$57130
24h,"Data Scientist, Pharmaceutical CMC Digitalization","Takeda Pharmaceutical",4,Lexington,MA,$91739-$139207
19d,"Data Scientist (Remote Option)","University of Michigan",4.4,"Ann Arbor",MI,$70000-$75000
30d,"Data Analyst/Statistician","US Department of Veterans Affairs",3.7,"Ann Arbor",MI,$59656-$82781
30d,"Data Development Statistician","State of Michigan",3.8,Lansing,MI,$58842-$80550
30d,"Data Development Statistician","State of Michigan",3.8,,MI,$58842-$80550
5d,"Data Science & Analytics Manager",Razorfish,4.2,Birmingham,MI,$90326-$123997
5d,"Data Science & Analytics Manager",Razorfish,4.2,Chicago,IL,$95517-$132479
15d,"Business Intelligence Analyst - Tableau (100% Remote in US)",ArborMetrix,4.3,"Ann Arbor",MI,$61183-$85911
26d,"Data Analyst Consultant","MI-GSO | PCUBED",3.7,Southfield,MI,$58680-$77260
28d,"AI/ML Center of Excellence - AVP, Data Science",Deloitte,4,Detroit,MI,$68617-$101120
28d,"Investigative Data Analyst","Blue Cross Blue Shield of Michigan",3.6,Detroit,MI,$52406-$76160
27d,"Investigative Data Analyst","Emergent Holdings",3.5,Detroit,MI,$51195-$76543
30d,"Data & Performance Specialist - Youth Programs","Detroit Employment Solutions Corporation",3.8,Detroit,MI,$42237-$61695
30d,"Healthcare Data Scientist / Senior Healthcare Data Analyst (100% Remote US Only)",ArborMetrix,4.3,"Ann Arbor",MI,$55602-$86234
30d,"Business Data Analyst","KLA Corporation",4,"Ann Arbor",MI,$80000-$125000
28d,"Data Scientist/ML Ops Engineer",Brvoel,2.6,Southfield,MI,$78851-$116497
20d,Statistician,"University of Michigan",4.4,"Ann Arbor",MI,$65000-$90000
30d,"Staff Product Scientist - Enterprise Ads Relevance",Indeed,4.4,Detroit,MI,$122000-$178000
30d,"Analytics and Insights - Data Science Lead",Rightpoint,4.2,Detroit,MI,$85898-$118502
30d,"SQL Expert Analyst (REMOTE)","Emergent Holdings",3.5,Southfield,MI,$53894-$78303
3d,"Financial Analyst","Pinnacle Inc.",5,Troy,MI,$50575-$69613
21d,"Controls and Data Science Engineer",BorgWarner,3.8,"Auburn Hills",MI,$78903-$100930
24h,"Associate Director, Analytics-GM","Dentsu Media",2.1,Southfield,MI,$94000-$146000
27d,"AI & Data Architecture Specialist Master",Deloitte,4,Detroit,MI,$87843-$122771
30d,"Analytics Engineer / Data Engineer","Blue Cross Blue Shield of Michigan",3.6,Detroit,MI,$83250-$104154
30d,"Data Science Manager",Indeed,4.4,Austin,TX,$164000-$238000
21d,"Data Science Manager",Indeed,4.4,Cincinnati,OH,$164000-$238000
30d,"Data Science Manager","Maronda Homes",2.8,Imperial,PA,$75366-$118128
1d,"Data Science Manager",OTSI,4.6,"Oakbrook Terrace",IL,$77836-$140000
21d,"Data Science Manager","Amazon.com Services LLC",3.8,Seattle,WA,$118286-$164450
6d,"Data Engineer III - Data Science - Remote","C.H Robinson",3.7,Austin,TX,$78749-$113726
6d,"Data Engineer III - Data Science - Remote","C.H Robinson",3.7,Chicago,IL,$75885-$110519
30d,"Data Science Trainee","Cintra US Services LLC",3.5,Austin,TX,$56114-$79921
5d,"Data Scientist, Operations AI R&D","Amazon.com Services LLC",3.8,Austin,TX,$95121-$133232
14d,"Federal - Data Scientist",Accenture,4.1,"San Antonio",TX,$88100-$123400
24d,"FAST Data Science Associate","JPMorgan Chase Bank N.A.",3.7,Plano,TX,$54543-$77182
30d,"Data Scientist - Advanced Analytics","State Farm",3.6,Richardson,TX,$69115-$169250
12d,"Looking for Data scientist","RD Solutions INC",4.4,"Texas City",TX,$62169-$100975
30d,"Senior Business Intelligence Analyst",Indeed,4.4,Austin,TX,$113000-$165000
1d,"Data Analyst - Pricing & Analysis","McLane Companies",3.2,Temple,TX,$63646-$85118
5d,"Data and AI",IBM,4.1,Austin,TX,$65618-$99416
30d,"Senior Data Scientist - AI Ethics",Indeed,4.4,Austin,TX,$139000-$201000
30d,"Marketing Data Scientist - San Antonio Texas","PenFed Credit Union",3.9,"San Antonio",TX,$44339-$69516
5d,"Financial Data Analyst","The HT Group",4.3,Austin,TX,$70000-$80000
12d,"Product Science Manager",Indeed,4.4,Austin,TX,$154000-$224000
12d,"Product Science Manager",Indeed,4.4,Seattle,WA,$154000-$224000
30d,"Jr. Data Analyst",PepsiCo,3.9,Plano,TX,$49192-$68763
30d,"Jr. Data Analyst",PepsiCo,3.9,Chicago,IL,$48801-$67540
6d,"Data Scientist 2","The Coca-Cola Company",4,Plano,TX,$84269-$120581
24h,"Data Visualization Lead","JPMorgan Chase Bank N.A.",3.7,Plano,TX,$69212-$101891
30d,"Data Developer/Analyst - Entry Level","Winzer Corp",3,Plano,TX,$56071-$78394
1d,"AWS Data Engineer","Cognizant Technology Solutions",3.8,Plano,TX,$86208-$123151
30d,"Data Analyst Personal Systems",HP,4.2,Spring,TX,$65596-$100140
9d,"Data Analyst II",Cvent,3.8,Austin,TX,$66556-$92140
1d,"Femcare R&D Data Scientist","Procter & Gamble",4.2,Cincinnati,OH,$101148-$151007
30d,"Research Fellow - Artificial Intelligence","Cincinnati Children's Hospital Medical Center",4,Cincinnati,OH,$61586-$90435
30d,"Digital Solutions Data Scientist","Bridgestone Americas",3.7,Akron,OH,$79622-$113538
3d,"Senior Master Data Analyst","Nestle USA",4,Solon,OH,$60370-$81471
1d,"Advanced Analytics Capability Innovation Manager","Procter & Gamble",4.2,Cincinnati,OH,$74250-$111011
30d,"Quality Engineering Data Science Co-Op- Fall 2022","Johnson & Johnson",4.2,Cincinnati,OH,$63910-$92867
24h,"Research and Development Engineer","Procter & Gamble",4.2,Mason,OH,$83567-$121866
30d,"Co-op - Clean Products Value Chain","Marathon Petroleum Company LP",3.5,Findlay,OH,$55438-$82890
17d,"Strategic Data Analytics","JPMorgan Chase Bank N.A.",3.7,Delaware,OH,$78649-$112292
30d,"Statistician-Data Analyst I","FIS Global",3.8,Cincinnati,OH,$52307-$72357
24h,"Data Scientist 1","Case Western Reserve University",4,Cleveland,OH,$63229-$85904
5d,"Director, Data Warehousing & Data Analytics","Emerald Resource Group",4.5,Beachwood,OH,$170000-$250000
14d,"Slot Mathematician","Arrow International",3.1,Cleveland,OH,$51906-$71122
25d,"Data Scientist/Senior Machine Learning",Nexient,4,Columbus,OH,$83495-$117179
30d,"Data Science Analyst I-IV - Hybrid / Remote","Medical Mutual of Ohio",4,Brooklyn,OH,$50318-$70793
30d,"Data Science Specialist","Parker Hannifin Corporation",3.8,Cleveland,OH,$60166-$90741
5d,"Consumer & Market Knowledge","Procter & Gamble",4.2,Cincinnati,OH,$67256-$104801
30d,"Data Science, Specialist Master - Applied Artificial Intelligence",Deloitte,4,Cleveland,OH,$70594-$101757
30d,"GIS Data Analyst",Stantec,3.9,Cincinnati,OH,$47005-$62428
30d,"Predictive Analytics Data Scientist","Great American Insurance Group",4.3,Cincinnati,OH,$78949-$108063
30d,"R&D 1TPT - Data Science Fall Co-op","Procter & Gamble",4.2,Mason,OH,$78370-$120167
26d,"Data Analyst Senior - Remote",Progressive,3.8,Mayfield,OH,$66300-$88400
30d,"Data Scientist / Statistics","NASK Incorporated",3.4,Kettering,OH,$80000-$120000
12d,"Data Scientist or Data Scientist Senior.",Progressive,3.8,Mayfield,OH,$66300-$107000
24h,"VP, Data Science",Comcast,3.9,Philadelphia,PA,$114553-$167824
30d,"Sr. Director, Data Science",Comcast,3.9,Philadelphia,PA,$106428-$153045
30d,"ML Data Linguist, Search Science and AI","Amazon.com Services LLC",3.8,Pennsylvania,PA,$58000-$58300
30d,"Safety Data Scientist-Signal Detection","ClinChoice Inc",4.4,"Fort Washington",PA,$58504-$89999
30d,"Data Science & Analytics Associate Director",Merck,4.1,Kenilworth,NJ,$94806-$132271
8d,"Applied Data Science Analyst","Webstaurant Store Inc.",4,Lititz,PA,$60000-$110000
30d,"Data Review Associate Scientist","Eurofins USA BioPharma Services",3.4,Lancaster,PA,$39634-$58773
30d,"Data Analyst, BrandImpact",IQVIA,4,Wayne,PA,$56096-$75078
30d,"Data Engineer - Vaccine","Sanofi US",3.9,Swiftwater,PA,$75005-$119298
28d,"Data Scientist, Educational Assessment","Carnegie Learning",3.8,Pittsburgh,PA,$85000-$95000
24h,"Senior Data and Analytics Engineer","Foot Locker",3.6,Pittsburgh,PA,$82167-$112601
5d,"Manager Analytical Chemist - Vaccine","Sanofi US",3.9,Swiftwater,PA,$74620-$115128
26d,"Data & Statistical Analyst I",ProAssurance,3.1,Lancaster,PA,$54766-$76986
21d,"Data Scientist/ Machine Learning Engineer ","Liberty Personnel Services",4.4,Philadelphia,PA,$130000-$150000
30d,"Senior Data Engineer, NAMR People Team","Boston Consulting Group",4.4,Philadelphia,PA,$90666-$137529
2d,"RWE Principal Data Scientist","Takeda Pharmaceutical",4,Easton,PA,$105930-$154824
1d,"Analyst, eCommerce Analytics",Comcast,3.9,Philadelphia,PA,$68299-$94197
30d,"Senior Data Science Manager",Indeed,4.4,Pittsburgh,PA,$198000-$288000
30d,"Senior Data Science Manager",Indeed,4.4,Seattle,WA,$213000-$309000
30d,"Data Scientist/Engineer","Air Products",4,Allentown,PA,$59557-$90797
7d,"Director, Data Engineering",Cadent,3,Philadelphia,PA,$120766-$174251
19d,"Data Analyst- Remote Opportunity","GuideOne Insurance",2.9,Philadelphia,PA,$51403-$74403
30d,"Data Engineer 3",Comcast,3.9,Philadelphia,PA,$94927-$126252
30d,"NLP Data Scientist","Amazon.com Services LLC",3.8,Pittsburgh,PA,$88913-$123266
30d,"Solution Architect","BMO Harris Bank",3.7,Naperville,IL,$89982-$136049
1d,"Data Engineer II","Horizon Therapeutics",4,"Highland Park",IL,$88697-$112379
30d,"Senior Solution Analyst ","Boston Consulting Group",4.4,Chicago,IL,$83959-$127276
30d,"Principal Data Analyst",Discover,3.9,Riverwoods,IL,$93366-$125325
24h,"Data Scientist 2-3 ","Mitchell International",2.9,Grove,IL,$62730-$96983
30d,"Data & Analytics Lead","Boston Consulting Group",4.4,Chicago,IL,$92240-$126242
30d,"Data & Analytics Manager","Boston Consulting Group",4.4,Chicago,IL,$98727-$135298
27d,Analyst,"Boston Consulting Group",4.4,Chicago,IL,$64613-$95425
2d,"Principal Predictive Modelling",DIRECTV,3.8,Chicago,IL,$115600-$192600
18d,"Part-Time Student-Data Scientist","John Deere",4.1,Champaign,IL,$63192-$96289
4d,"Customer Data Product Analyst",ALDI,3.5,Aurora,IL,$51589-$73474
30d,"Senior Business Data Analyst",Discover,3.9,Riverwoods,IL,$77653-$98300
30d,"Analyst, Geo Analytics","Boston Consulting Group",4.4,Chicago,IL,$69749-$107561
24h,"Sr Data Scientist",CyberCoders,4.1,Evanston,IL,$130000-$160000
30d,"Data Engineer, Data & Analytics","Fortune Brands",4.3,Deerfield,IL,$78353-$111151
30d,"Senior Data Scientist - Ranking Team",Indeed,4.4,Chicago,IL,$147000-$213000
30d,"Data Scientist Associate","Edward-Elmhurst Health",3.8,Warrenville,IL,$70296-$99782
30d,"CAT Modeler/Data Analyst","Core Specialty Insurance",3.8,Chicago,IL,$58594-$88688
27d,"Clinical Data Analyst GRANT - Full-time","Rush University Medical Center",3.9,Chicago,IL,$57108-$85175
9d,"Data Engineer - Data Science",Photon,4,Chicago,IL,$87466-$122949
24h,"Director Data Science","Cardinal Path",3.1,Chicago,IL,$113000-$174500
20d,"Product Manager- Data Science/Optimization","Marin Software",3.6,Chicago,IL,$100000-$190000
26d,"RWD Data Scientist",ABBVIE,3.9,"Crystal Lake",IL,$117556-$170971
30d,"Associate, Data Science","Stax Inc",4.6,Chicago,IL,$74734-$111462
1d,"Commercial Bank - Data Scientist","JPMorgan Chase Bank N.A.",3.7,Chicago,IL,$59545-$91609
30d,"Analytics Consultant","Blue Cross Blue Shield",3.6,Chicago,IL,$71455-$102840
27d,"Lead Data Science",Discover,3.9,Riverwoods,IL,$84462-$110463
29d,"Manager Data Science",Discover,3.9,Riverwoods,IL,$84312-$115303
30d,"Principal Data Science Analyst",Discover,3.9,Riverwoods,IL,$96125-$126024
1d,"Senior Data Science Analyst",Discover,3.9,Riverwoods,IL,$79046-$99726
13d,"Entry level Data Engineer","Antra Inc",4.5,Naperville,IL,$62000-$68000
8d,"Principal Data Scientist",Indeed,4.4,Seattle,WA,$213000-$309000
27d,"Principal Data Scientist",Microsoft,4.4,Bellevue,WA,$139856-$188338
24h,"Data Engineer, Data Engineer",Amazon.com,3.8,Seattle,WA,$104418-$147744
20d,"Reporting Data Analyst",Symetra,3.8,Bellevue,WA,$65300-$108800
30d,"Data Analytics Manager - Remote",Symetra,3.8,Bellevue,WA,$108000-$159100
24h,"Applied Scientist",Amazon.com,3.8,Seattle,WA,$102750-$156572
2d,"Applied Scientist",Amazon.com,3.8,Seattle,WA,$103329-$151572
18d,"Data Collection Specialist","Amazon.com Services LLC",3.8,Bellevue,WA,$51896-$69552
24h,"Data Science","Pacific Northwest National Laboratory",4.1,Richland,WA,$52551-$87308
4d,"Software Engineer III",ExtraHop,4.3,Seattle,WA,$105297-$143480
30d,"Manager of Data Science","The Trade Desk",4.3,Seattle,WA,$154300-$308600
21d,"Jr Data Analyst","SEIU 775 Benefits Group",2.8,Seattle,WA,$83350-$114569
24h,"Director, Data Analytics",Microsoft,4.4,Redmond,WA,$122709-$170225
13d,"Data Scientist II - Uber Freight",Uber,4,Seattle,WA,$88927-$134803
30d,Researcher,Microsoft,4.4,Redmond,WA,$105834-$160868
1d,"data analyst Sr.",Starbucks,3.8,Seattle,WA,$87490-$123494
6d,"Senior Data Scientist - Future of Work",Microsoft,4.4,Redmond,WA,$118446-$166174
30d,"Data /Software Engineers","Ars Quanta",5,Seattle,WA,$89751-$132734
30d,"Machine Learning Data Associate","Amazon.com Services LLC",3.8,Seattle,WA,$78352-$118397
5d,"Data Scientist-Risk Mining","Amazon.com Services LLC",3.8,Seattle,WA,$102900-$139882
30d,"Data & Applied Scientist",Microsoft,4.4,Redmond,WA,$87696-$134207
1d,"Data & Applied Scientist",Microsoft,4.4,Redmond,WA,$95746-$145374
30d,"Remote AWS Data Engineer",IBM,4.1,Seattle,WA,$92953-$132039
24h,"Data Engineer, BI Manager",Amazon.com,3.8,Seattle,WA,$99176-$144949
24h,"Applied Scientist, Machine Learning Attribution",Amazon.com,3.8,Seattle,WA,$96248-$147066
19d,"Product Manager - Job Requirements",Indeed,4.4,Seattle,WA,$108000-$157000
24h,"Business Intelligence Engineer II",Amazon.com,3.8,Seattle,WA,$112924-$146908
5d,"Director of Supportability",Microsoft,4.4,Issaquah,WA,$76386-$114723
5d,"Data Scientist III Advanced Analytics","Kaiser Permanente",3.9,Renton,WA,$94891-$127384
30d,"Cloud Specialist - Data & AI",Microsoft,4.4,Redmond,WA,$90976-$130635
12d,"Customer Engineer, Big Data",Microsoft,4.4,Issaquah,WA,$97319-$143557
30d,"Sr. Scientist, Data Science",Evotec,3.6,Seattle,WA,$95608-$139833
